timestamp,lat,lon,temperature,humidity,moisture,N,P,K,pH_Value,Rainfall,Crop,Soil_Type,Variety
2024-02-26 16:09:56,8.482483570765057,4.541741431238334,17.261833738526974,72.9416522440957,57.10576971616089,69.0747657352742,53.9544020870548,88.0676247040119,4.631301284674626,302.84263899578417,Wheat,Clay,Soft Red
2024-02-26 17:09:56,8.479308678494144,4.541416617962678,21.84611565724149,99.36195448548068,54.28131499800797,107.32935206465484,70.10213389904699,32.08106652927613,4.761658350431389,94.69384657075958,Tomato,Clay,Beefsteak
2024-02-26 18:09:56,8.483238442690505,4.535317400770973,33.24689514937074,81.50683564100116,39.97118817635867,130.63462407096128,67.20453317483934,28.29425168407002,6.5660070585641614,83.563684651297,Sugarcane,Clay,Co 86032
2024-02-26 19:09:56,8.48761514928204,4.5428979211088185,14.396288866165008,59.27446469091534,27.3155282867782,15.169301216191364,87.49318129429336,14.336678966117727,6.296296654755076,31.508835824717632,Sugarcane,Silt,Co 0238
2024-02-26 20:09:56,8.478829233126383,4.532549586622117,16.77321764398873,51.19158384861472,53.58635349248689,21.88196508475118,89.26971210568172,38.833885318797634,8.268274387750605,295.1934818585424,Maize,Sandy,Sweet
2024-02-26 21:09:56,8.478829315215254,4.536729078371199,34.067790847763895,42.67288356379635,38.58921860252638,19.6603041053072,6.616577866125726,62.18960744924576,6.442318400815805,218.12207665288497,Tomato,Clay,Beefsteak
2024-02-26 22:09:56,8.487896064077537,4.530004560935511,33.44455100994166,48.14021863120493,47.02300750946578,30.31198594652067,36.28792089324604,69.74944171595135,6.06748880901908,368.5237414738164,Potato,Saline,Yukon Gold
2024-02-26 23:09:56,8.483837173645766,4.547793132584814,12.607353613305088,68.96606126589778,51.10863552208773,33.71076415362381,42.909833902362685,71.62996626150073,5.640770085911013,183.1601315566808,Maize,Clay,Sweet
2024-02-27 00:09:56,8.477652628070325,4.538842252530274,16.437202595042084,89.18331636833167,48.84521011467392,70.29520498077726,56.440553525807154,86.62514467001711,6.447732037905601,68.94076392760905,Wheat,Sandy,Hard Red
2024-02-27 01:09:56,8.48271280021793,4.550834420174081,34.77916625776406,81.82490330486573,61.76607921725051,65.3305260738122,22.768994404542827,91.2226378151337,8.233027268841509,381.867980885866,Maize,Saline,Flint
2024-02-27 02:09:56,8.477682911535938,4.5440147496325975,42.77376426037176,35.108459953306124,27.43162453407497,33.33689111082607,7.520524234437689,58.50459051017145,7.392240525012818,186.02454948042745,Maize,Peaty,Sweet
2024-02-27 03:09:56,8.47767135123215,4.542240491066755,34.95071367057937,39.889323923589785,49.75281806270101,87.62082652842949,78.74765109952908,36.76699285109174,8.382784595303788,236.74984263033545,Rice,Silt,Basmati
2024-02-27 04:09:56,8.48120981135783,4.537068861528595,18.97561428584665,80.03069241051651,59.14196154886968,58.21719163705957,47.253634711203446,27.9383164500794,7.628455249377096,259.65432334286936,Sugarcane,Loamy,Co 99004
2024-02-27 05:09:56,8.470433598776712,4.534768249821563,31.99369596339912,97.42447655283826,78.93349511801054,147.30471606824293,31.62185842740221,45.35490799400787,7.724092350667057,399.4046024835925,Maize,Peaty,Dent
2024-02-27 06:09:56,8.471375410837435,4.542614857869485,41.512524325245806,74.63635779332336,65.35164185878324,33.0681645136183,14.370276433281298,26.591820848405924,6.616894187701092,376.24370887381656,Tomato,Clay,Roma
2024-02-27 07:09:56,8.477188562353795,4.539642429953635,32.48803336017299,57.73699428866856,40.33247352285717,131.48190674954066,13.304347288407978,29.34446792137729,5.960560002231484,223.88017163108088,Potato,Clay,Russet
2024-02-27 08:09:56,8.474935844398328,4.5333036484225735,40.94069036076708,41.9055605541015,44.07792563732702,19.498481099946773,68.83578940850006,25.207967782644907,7.540587953078828,282.84732646949294,Wheat,Loamy,Soft Red
2024-02-27 09:09:56,8.481571236662976,4.532415707917458,35.539910316988625,45.471577490921966,42.96147989509876,44.58361742505267,74.75799783082623,39.33064366496773,6.604554017887224,198.9809500996225,Rice,Silt,Basmati
2024-02-27 10:09:56,8.475459879622395,4.535206481354282,35.6229996430326,99.64644697176244,67.88749933735494,98.45534326344612,16.764094193646123,77.33936616814545,5.216856542096084,281.0249685551684,Maize,Peaty,Dent
2024-02-27 11:09:56,8.472938481493324,4.5491048361263315,22.07755413026925,41.30012522557527,34.5560772143215,55.69334749546852,68.56243630575838,26.10959524300933,5.8228782820903024,149.82402516084412,Rice,Saline,Jasmine
2024-02-27 12:09:56,8.487328243844608,4.551066389590057,16.645270944859945,52.6078843532749,62.196554795396516,47.4346370114864,78.7766923310782,46.959756568769,6.411790714057908,323.21227490904266,Tomato,Sandy,Roma
2024-02-27 13:09:56,8.478871118497567,4.541024945736544,15.323520754465807,70.38773585429524,38.684124602059725,108.48250514138556,18.63573901292979,97.59391023675616,6.95246362836839,134.28423824065715,Tomato,Silt,Roma
2024-02-27 14:09:56,8.48033764102344,4.540744713981207,34.09037978480516,34.60395394099957,27.709037815298714,28.664164543907223,30.29451881110035,51.04670446283006,8.213314498499386,123.51247598301536,Tomato,Clay,Roma
2024-02-27 15:09:56,8.472876259068933,4.538318398140852,12.74221016335827,79.86543474099899,51.96798334455482,83.62867427022009,41.55579622929814,66.41336978697476,6.01697128013894,149.96455771998373,Maize,Peaty,Flint
2024-02-27 16:09:56,8.477278086377375,4.535327573258453,44.9574717634564,53.48662744126283,37.59258929308157,70.72668405465888,75.67219252599156,36.64294240389621,5.718630778453486,208.5951058643866,Sugarcane,Clay,Co 99004
2024-02-27 17:09:56,8.48055461294855,4.546875895288037,35.05483738876494,65.56687613647365,60.55181642876907,29.4872559533542,18.52128675250178,77.89910244089471,5.860076388520454,334.3069764729315,Tomato,Silt,Cherry
2024-02-27 18:09:56,8.474245032112888,4.549367881969486,29.699276572369623,62.98707690143667,47.00604591292347,18.90463039263757,9.157514282441165,84.27871747264395,5.469869186921967,124.46883345662752,Maize,Sandy,Flint
2024-02-27 19:09:56,8.481878490091729,4.535532904570804,30.69662950920808,36.302130971027765,34.02306195274446,137.92440638595406,33.503446259643795,87.90129408678227,6.847547583198686,212.0102031450734,Wheat,Sandy,Hard Red
2024-02-27 20:09:56,8.476996806550407,4.539585808107877,13.14025135807945,70.03506037687632,71.26604746944062,108.4179284632689,55.03244067565667,93.47545928375769,8.070739596366472,379.0576897607148,Rice,Silt,Arborio
2024-02-27 21:09:56,8.478541531251034,4.537750668496449,31.276384565758303,81.80586842897057,64.85306350459369,138.61728510106084,43.61551110488346,92.82165102783814,5.085082794097838,328.3183667701134,Rice,Sandy,Basmati
2024-02-27 22:09:56,8.476991466938854,4.537898804625675,42.51158735424205,58.35424924311194,38.90543174210837,77.39256766764821,89.65402248677628,22.31340482333808,7.908738291248843,65.63598598912132,Tomato,Silt,Cherry
2024-02-27 23:09:56,8.489261390922545,4.545929541277149,12.392060882159168,67.45767210837812,50.38968974447532,20.74478015751668,82.71649633112793,68.03468906932335,8.291504748234209,316.299112029159,Wheat,Peaty,Hard Red
2024-02-28 00:09:56,8.47993251387631,4.5334401922731695,32.08553371871297,93.36504510977944,50.71162551006958,123.1269449944694,35.34369023585032,84.60221580726972,5.584522370919891,130.37150181044404,Potato,Sandy,Russet
2024-02-28 01:09:56,8.47471144535522,4.542332348454681,30.609583216294045,36.35196342185278,31.01454271883766,126.11108160917546,17.775756332446676,81.96751294208381,8.367905588882072,238.65421048296497,Sugarcane,Saline,Co 99004
2024-02-28 02:09:56,8.484112724560516,4.54364119053653,37.072846890738674,73.17082962580552,33.6077981553692,46.02174031019253,46.69555047104838,63.25689391162135,4.727681128534024,78.41118245285273,Tomato,Silt,Roma
2024-02-28 03:09:56,8.473895781750146,4.539289244131991,42.72475996840444,77.44001304165015,53.46628378668737,12.553599103022592,40.12353989995696,69.19123718914923,6.298496882787888,260.2036951591857,Sugarcane,Peaty,Co 86032
2024-02-28 04:09:56,8.481044317975025,4.544465339134934,20.062194860014227,94.8516329488097,61.0907297073379,109.5136160078818,17.141875130897805,28.51134038678433,5.109067827006395,244.8041854439134,Maize,Loamy,Flint
2024-02-28 05:09:56,8.470201649380602,4.540738259202687,10.648873453107168,84.17848156417571,47.41739068717803,43.12964963218577,65.88980943371679,43.380779674936754,6.75375519147344,196.83642924556585,Potato,Sandy,Red
2024-02-28 06:09:56,8.473359069755508,4.54608564960578,16.43751019128027,65.70646796092984,53.526964915036906,91.4303076123468,55.79473764458957,85.62736205293444,5.73854239596144,275.9933277562195,Sugarcane,Saline,Co 99004
